,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,label
2241,1.0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,10
2242,1.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,6
2243,1.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,9
2244,2.0,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,10
2245,1.0,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,8
2246,1.0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,9
2247,1.0,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,8
2248,1.0,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,5
2249,1.0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,11
2250,1.0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,10
2251,1.0,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,12
2252,1.0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,13
2253,1.0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,10
2254,1.0,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,13
2255,1.0,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,11
2256,1.0,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,7
2257,1.0,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,12
2258,1.0,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,7
2259,1.0,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,12
2260,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,9
2261,1.0,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,10
2262,1.0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,16
2263,1.0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,12
2264,2.0,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,13
2265,1.0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,12
2266,1.0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,13
2267,1.0,0.61,0.48,0.175,1.0675,0.391,0.21600000000000003,0.42,14
2268,1.0,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,12
2269,1.0,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,11
2270,1.0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,17
2271,1.0,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,13
2272,1.0,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,14
2273,1.0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,12
2274,1.0,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,14
2275,1.0,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,19
2276,1.0,0.62,0.48,0.23,1.0935,0.40299999999999997,0.245,0.355,13
2277,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,18
2278,1.0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,8
2279,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,9
2280,1.0,0.44,0.375,0.13,0.48700000000000004,0.226,0.0965,0.155,8
2281,2.0,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,7
2282,1.0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,9
2283,2.0,0.435,0.345,0.12,0.4475,0.221,0.11199999999999999,0.125,6
2284,2.0,0.405,0.315,0.105,0.34700000000000003,0.1605,0.0785,0.1,8
2285,2.0,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,8
2286,1.0,0.5,0.395,0.15,0.7145,0.3235,0.17300000000000001,0.195,8
2287,1.0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,6
2288,2.0,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06,5
2289,1.0,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,9
2290,2.0,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,5
2291,1.0,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,9
2292,1.0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,8
2293,2.0,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,5
2294,1.0,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,11
2295,1.0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,9
2296,1.0,0.535,0.45,0.135,0.8075,0.322,0.18100000000000002,0.25,12
2297,1.0,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,7
2298,2.0,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125,6
2299,2.0,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,7
2300,1.0,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,9
2301,1.0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,9
2302,1.0,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,8
2303,1.0,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.265,10
2304,1.0,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,10
2305,1.0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,22
2306,1.0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,11
2307,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,15
2308,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,10
2309,1.0,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,12
2310,1.0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,12
2311,1.0,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,6
2312,2.0,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,7
2313,1.0,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,15
2314,1.0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,13
2315,1.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,16
2316,1.0,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,12
2317,1.0,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,12
2318,1.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,11
2319,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,14
2320,2.0,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,9
2321,1.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,13
2322,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,11
2323,2.0,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,7
2324,1.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,16
2325,1.0,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,9
2326,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,10
2327,1.0,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,12
2328,1.0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,14
2329,2.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,14
2330,2.0,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,8
2331,1.0,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,14
2332,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,8
2333,1.0,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,12
2334,1.0,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,22
2335,1.0,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,22
2336,1.0,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,17
2337,1.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,10
2338,1.0,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,16
2339,1.0,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,16
2340,1.0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,10
2341,2.0,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,6
2342,2.0,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,5
2343,2.0,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,5
2344,1.0,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,20
2345,1.0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,16
2346,1.0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,12
2347,1.0,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,10
2348,1.0,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,15
2349,1.0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,8
2350,1.0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,11
2351,1.0,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,18
2352,1.0,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,17
2353,1.0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,16
2354,1.0,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,10
2355,1.0,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,12
2356,1.0,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,12
2357,1.0,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,16
2358,1.0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,19
2359,1.0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,12
2360,1.0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,10
2361,1.0,0.55,0.45,0.155,0.7895,0.34299999999999997,0.159,0.25,11
2362,1.0,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,17
2363,1.0,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,17
2364,1.0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,14
2365,1.0,0.63,0.505,0.165,1.065,0.4595,0.21600000000000003,0.315,11
2366,1.0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,18
2367,1.0,0.65,0.545,0.16,1.2425,0.48700000000000004,0.29600000000000004,0.48,14
2368,1.0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,15
2369,2.0,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,11
2370,2.0,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,7
2371,1.0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,2
2372,1.0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,11
2373,1.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,11
2374,2.0,0.435,0.335,0.11,0.38299999999999995,0.1555,0.0675,0.135,11
2375,1.0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,9
2376,1.0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,7
2377,2.0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,11
2378,2.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,11
2379,1.0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,9
2380,1.0,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,4
2381,1.0,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,4
2382,2.0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,10
2383,1.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,15
2384,1.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,10
2385,1.0,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,11
2386,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,13
2387,2.0,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,10
2388,2.0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,9
2389,1.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,10
2390,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,15
2391,1.0,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,9
2392,1.0,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,9
2393,2.0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,6
2394,2.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,13
2395,2.0,0.61,0.475,0.17,1.0385,0.4435,0.24100000000000002,0.32,13
2396,2.0,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,13
2397,2.0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,16
2398,2.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,13
2399,1.0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,16
2400,2.0,0.445,0.33,0.1,0.43700000000000006,0.163,0.0755,0.17,12
2401,1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,11
2402,2.0,0.44,0.355,0.165,0.435,0.159,0.105,0.14,15
2403,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,9
2404,2.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,14
2405,2.0,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,14
2406,1.0,0.58,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,9
2407,2.0,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,11
2408,2.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,14
2409,1.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,7
2410,1.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,9
2411,2.0,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,8
2412,1.0,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,6
2413,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,11
2414,2.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,8
2415,1.0,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,9
2416,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,17
2417,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,10
2418,1.0,0.465,0.35,0.13,0.494,0.1945,0.10300000000000001,0.155,17
2419,1.0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,9
2420,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,12
2421,2.0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,14
2422,1.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,11
2423,1.0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,9
2424,1.0,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,5
2425,2.0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,12
2426,2.0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,13
2427,1.0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,5
2428,1.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,9
2429,1.0,0.34,0.255,0.095,0.213,0.081,0.034,0.07,8
2430,2.0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,10
2431,1.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,17
2432,1.0,0.61,0.485,0.165,1.087,0.4255,0.23199999999999998,0.38,10
2433,1.0,0.66,0.515,0.18,1.5230000000000001,0.54,0.3365,0.555,15
2434,2.0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,15
2435,1.0,0.465,0.38,0.135,0.579,0.20800000000000002,0.1095,0.22,13
2436,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,22
2437,2.0,0.335,0.24,0.095,0.17,0.062,0.039,0.055,8
2438,1.0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,15
2439,1.0,0.345,0.255,0.1,0.19699999999999998,0.071,0.051,0.06,8
2440,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,12
2441,1.0,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,9
2442,1.0,0.475,0.355,0.125,0.4625,0.18600000000000003,0.107,0.145,8
2443,1.0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,10
2444,1.0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,8
2445,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,11
2446,1.0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,13
2447,2.0,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,5
2448,1.0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,6
2449,1.0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,8
2450,1.0,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,9
2451,1.0,0.35,0.26,0.09,0.198,0.0725,0.055999999999999994,0.06,9
2452,1.0,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,8
2453,2.0,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,7
2454,2.0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,4
2455,2.0,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,5
2456,2.0,0.25,0.18,0.06,0.073,0.027999999999999997,0.017,0.0225,4
2457,2.0,0.25,0.185,0.065,0.071,0.027000000000000003,0.0185,0.0225,4
2458,2.0,0.2,0.145,0.05,0.036000000000000004,0.0125,0.008,0.011000000000000001,3
2459,1.0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,19
2460,1.0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,13
2461,1.0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,12
2462,1.0,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13,7
2463,1.0,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,16
2464,1.0,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,10
2465,1.0,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,10
2466,1.0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,8
2467,1.0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,15
2468,1.0,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07,7
2469,1.0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,12
2470,1.0,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,10
2471,1.0,0.565,0.44,0.175,1.122,0.39299999999999996,0.2,0.375,19
2472,1.0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,13
2473,1.0,0.615,0.47,0.175,1.2985,0.5135,0.34299999999999997,0.32,13
2474,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,13
2475,1.0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,11
2476,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,17
2477,1.0,0.57,0.42,0.155,1.008,0.377,0.193,0.34,12
2478,1.0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,7
2479,1.0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,13
2480,1.0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,12
2481,1.0,0.39,0.285,0.095,0.271,0.11,0.06,0.08,7
2482,1.0,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,11
2483,1.0,0.54,0.415,0.175,0.8975,0.275,0.24100000000000002,0.275,13
2484,1.0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,13
2485,2.0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,7
2486,1.0,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,12
2487,1.0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,10
2488,1.0,0.5,0.385,0.145,0.7615,0.24600000000000002,0.195,0.204,13
2489,1.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,14
2490,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,6
2491,1.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,9
2492,1.0,0.475,0.38,0.145,0.57,0.16699999999999998,0.11800000000000001,0.187,10
2493,2.0,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,7
2494,1.0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,8
2495,1.0,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225,11
2496,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,14
2497,1.0,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,11
2498,1.0,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,14
2499,1.0,0.54,0.41,0.145,0.9890000000000001,0.2815,0.213,0.355,18
2500,1.0,0.48,0.39,0.125,0.6905,0.21899999999999997,0.155,0.2,11
2501,1.0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,8
2502,2.0,0.285,0.21,0.07,0.109,0.044000000000000004,0.0265,0.033,4
2503,2.0,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,5
2504,2.0,0.31,0.24,0.105,0.2885,0.11800000000000001,0.065,0.083,5
2505,2.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,5
2506,2.0,0.375,0.3,0.075,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,6
2507,2.0,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,6
2508,2.0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,5
2509,2.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.09300000000000001,5
2510,2.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,7
2511,2.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,5
2512,1.0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,7
2513,1.0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,7
2514,2.0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,7
2515,1.0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,7
2516,2.0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,9
2517,1.0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,6
2518,1.0,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,7
2519,2.0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,6
2520,1.0,0.525,0.425,0.19,0.872,0.4625,0.1725,0.19899999999999998,8
2521,1.0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,8
2522,1.0,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,10
2523,1.0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,8
2524,1.0,0.58,0.46,0.18,1.145,0.48,0.27699999999999997,0.325,10
2525,1.0,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,8
2526,1.0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,8
2527,1.0,0.595,0.49,0.185,1.185,0.48200000000000004,0.2015,0.361,9
2528,1.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,8
2529,1.0,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,7
2530,1.0,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,8
2531,1.0,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,9
2532,1.0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,9
2533,1.0,0.63,0.5,0.185,1.3619999999999999,0.5785,0.3125,0.384,9
2534,1.0,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.47100000000000003,11
2535,1.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,10
2536,1.0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,11
2537,2.0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,10
2538,1.0,0.66,0.535,0.2,1.791,0.733,0.318,0.54,14
2539,1.0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,12
2540,1.0,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,12
2541,1.0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,8
2542,1.0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,13
2543,1.0,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,9
2544,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,9
2545,2.0,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,3
2546,2.0,0.225,0.17,0.07,0.0565,0.024,0.013000000000000001,0.016,3
2547,2.0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,4
2548,2.0,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,3
2549,2.0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,4
2550,2.0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,4
2551,2.0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,5
2552,2.0,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,5
2553,2.0,0.315,0.235,0.07,0.149,0.057999999999999996,0.0325,0.047,6
2554,2.0,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,6
2555,2.0,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,5
2556,2.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,5
2557,2.0,0.39,0.295,0.1,0.27899999999999997,0.1155,0.059000000000000004,0.08,6
2558,2.0,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,5
2559,2.0,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,6
2560,2.0,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,6
2561,2.0,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,5
2562,2.0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,5
2563,2.0,0.44,0.355,0.12,0.495,0.231,0.11,0.125,6
2564,2.0,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,5
2565,2.0,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325,7
2566,1.0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,6
2567,1.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,5
2568,2.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,6
2569,2.0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,5
2570,2.0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,6
2571,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,8
2572,2.0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,6
2573,2.0,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12,7
2574,1.0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,7
2575,1.0,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,6
2576,2.0,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,6
2577,2.0,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,6
2578,1.0,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,8
2579,1.0,0.525,0.415,0.135,0.7945,0.39399999999999996,0.18899999999999997,0.20199999999999999,6
2580,1.0,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,7
2581,1.0,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,5
2582,1.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,5
